Date,Open,High,Low,Close,Adj Close,Volume,SMA(Open) 10D,SMA(High) 10D,SMA(Low) 10D,SMA(Close) 10D,SMA(Adj Close) 10D,SMA(Volume) 10D
2020-12-11,2013.0,2038.0,1974.25,2005.800049,1999.368286,12434745.0,1972.66499,1991.4,1955.020007,1974.53501,1968.203454,12430799.3
2020-12-14,2007.949951,2015.0,1986.349976,1991.300049,1984.914673,7989830.0,1979.409985,1997.290003,1961.515003,1980.68501,1974.333728,11045189.2
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1968.019043,8561406.0,1984.344983,1999.634998,1964.619995,1982.630005,1976.272485,10989835.9
2020-12-16,1988.0,1994.949951,1965.699951,1976.550049,1970.212036,8565904.0,1987.294983,2002.929993,1967.68999,1984.470007,1978.106592,10822409.5
2020-12-17,1984.5,2005.0,1977.150024,1985.599976,1979.23291,9346460.0,1988.544983,2005.319995,1969.53999,1986.625,1980.254675,10474761.0
2020-12-18,1980.099976,2004.900024,1965.0,1991.550049,1985.16394,8522215.0,1989.65498,2008.909998,1972.03999,1991.105005,1984.720312,10474843.7
2020-12-21,2010.0,2022.0,1855.25,1939.699951,1933.480103,20368545.0,1996.594983,2014.609998,1963.504993,1989.255005,1982.876245,11669821.5
2020-12-22,1949.0,1958.900024,1888.449951,1936.699951,1930.489746,12986606.0,1995.37998,2009.075,1957.349988,1983.55,1977.189538,10965431.5
2020-12-23,1930.0,1951.449951,1920.650024,1943.849976,1937.616821,8999898.0,1987.384985,2000.83999,1949.48999,1975.240003,1968.906189,10518983.8
2020-12-24,1947.0,1998.800049,1945.900024,1994.150024,1987.755615,9588577.0,1979.924988,1997.869995,1943.979993,1973.955005,1967.625317,10736418.6
2020-12-28,2006.699951,2018.0,1995.300049,2003.300049,1996.876221,7947719.0,1979.294983,1995.869995,1946.084998,1973.705005,1967.376111,10287716.0
2020-12-29,2009.0,2012.300049,1982.550049,1990.050049,1983.668701,8589407.0,1979.399988,1995.6,1945.705005,1973.580005,1967.251514,10347673.7
2020-12-30,1995.25,2007.199951,1975.550049,1995.5,1989.101196,10173132.0,1979.954993,1997.35,1947.150012,1975.695007,1969.359729,10508846.3
2020-12-31,1993.5,2011.900024,1978.599976,1985.300049,1978.93396,8667516.0,1980.504993,1999.045007,1948.440015,1976.570007,1970.231921,10519007.5
2021-01-01,1988.0,1997.0,1982.0,1987.5,1981.126831,4622002.0,1980.854993,1998.245007,1948.925012,1976.76001,1970.421313,10046561.7
2021-01-04,1995.099976,1998.900024,1968.0,1990.849976,1984.466064,11312992.0,1982.354993,1997.645007,1949.225012,1976.690002,1970.351526,10325639.4
2021-01-05,1969.0,1983.599976,1956.0,1966.099976,1959.79541,11132803.0,1978.254993,1993.805005,1959.300012,1979.330005,1972.983056,9402065.2
2021-01-06,1965.900024,1966.0,1905.150024,1914.25,1908.111694,21414270.0,1979.944995,1994.515002,1960.97002,1977.08501,1970.745251,10244831.6
2021-01-07,1920.5,1945.0,1905.150024,1911.150024,1905.021729,14918406.0,1978.994995,1993.870007,1959.420019,1973.815015,1967.485742,10836682.4
2021-01-08,1918.0,1938.400024,1912.099976,1933.699951,1927.499268,12709792.0,1976.094995,1987.830005,1956.040015,1967.770007,1961.460107,11148803.9
2021-01-11,1938.800049,1938.800049,1892.5,1897.25,1891.16626,15371556.0,1969.305005,1979.91001,1945.76001,1957.165002,1950.889111,11891187.6
2021-01-12,1903.0,1960.0,1899.900024,1957.050049,1950.774536,18996047.0,1958.705005,1974.680005,1937.495007,1953.865002,1947.599695,12931851.6
2021-01-13,1963.550049,1974.949951,1918.449951,1938.800049,1932.58313,12284876.0,1955.53501,1971.455005,1931.784998,1948.195007,1941.947888,13143026.0
2021-01-14,1945.0,1966.900024,1939.050049,1960.599976,1954.31311,9946818.0,1950.68501,1966.955005,1927.830005,1945.725,1939.485803,13270956.2
2021-01-15,1960.599976,1973.800049,1920.050049,1937.449951,1931.237305,9503790.0,1947.945007,1964.63501,1921.63501,1940.719995,1934.496851,13759135.0
2021-01-18,1949.099976,1997.0,1923.349976,1983.949951,1977.588257,16198856.0,1943.345007,1964.445007,1917.170007,1940.029993,1933.80907,14247721.4
2021-01-19,1994.650024,2031.0,1994.650024,2016.400024,2009.934204,14771048.0,1945.91001,1969.18501,1921.03501,1945.059998,1938.822949,14611545.9
2021-01-20,2021.400024,2058.0,2001.400024,2054.699951,2048.111328,14271669.0,1951.46001,1978.38501,1930.66001,1959.104993,1952.822913,13897285.8
2021-01-21,2082.0,2120.0,2075.0,2099.399902,2092.667969,18038987.0,1967.61001,1995.88501,1947.645007,1977.92998,1971.587537,14209343.9
2021-01-22,2111.0,2115.350098,2035.150024,2049.600098,2043.027832,14090818.0,1986.91001,2013.580017,1959.950012,1989.519995,1983.140393,14347446.5
2021-01-25,2034.949951,2034.949951,1932.0,1941.0,1934.776001,25016570.0,1996.525,2023.195007,1963.900012,1993.894995,1987.501367,15311947.9
2021-01-27,1925.0,1925.0,1888.0,1895.0,1888.923462,19553809.0,1998.725,2019.695007,1962.71001,1987.68999,1981.31626,15367724.1
2021-01-28,1880.150024,1923.300049,1870.0,1876.550049,1870.532715,15722291.0,1990.384997,2014.530017,1957.865015,1981.46499,1975.111218,15711465.6
2021-01-29,1894.300049,1913.099976,1830.0,1841.949951,1836.043579,20173258.0,1985.315002,2009.150012,1946.96001,1969.599988,1963.284265,16734109.6
2021-02-01,1859.400024,1905.0,1848.0,1895.300049,1889.222534,15774504.0,1975.195007,2002.270007,1939.755005,1965.384997,1959.082788,17361181.0
2021-02-02,1914.25,1940.0,1854.949951,1925.800049,1919.624756,19138414.0,1971.71001,1996.570007,1932.915002,1959.570007,1953.286438,17655136.8
2021-02-03,1928.300049,1952.0,1900.0,1930.650024,1924.459229,13984228.0,1965.075012,1988.670007,1923.45,1950.995007,1944.73894,17576454.8
2021-02-04,1924.0,1940.0,1905.0,1924.300049,1918.129517,11826848.0,1955.33501,1976.870007,1913.809998,1937.955017,1931.740759,17331972.7
2021-02-05,1930.050049,1944.650024,1920.0,1923.75,1917.581299,9344470.0,1940.140015,1959.33501,1898.309998,1920.390027,1914.232092,16462521.0
2021-02-08,1933.050049,1969.0,1929.050049,1951.449951,1945.192383,9776136.0,1922.345019,1944.7,1887.7,1910.575012,1904.448547,16031052.8
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1949.877441,9047308.0,1915.04502,1940.165003,1889.730005,1912.090015,1905.958692,14434126.6
2021-02-10,1953.75,1984.75,1927.300049,1974.300049,1967.969238,9799560.0,1917.92002,1946.140003,1893.66001,1920.020019,1913.863269,13458701.7
2021-02-11,1980.0,2064.199951,1972.25,2055.699951,2049.108154,19631870.0,1927.905017,1960.229993,1903.88501,1937.93501,1931.720813,13849659.6
2021-02-12,2055.5,2078.0,2015.400024,2041.599976,2035.053345,14074374.0,1944.025012,1976.719995,1922.425012,1957.900012,1951.62179,13239771.2
2021-02-15,2048.050049,2061.300049,2025.0,2032.599976,2026.082275,7287590.0,1962.890015,1992.35,1940.125012,1971.630005,1965.307764,12391079.8
